,ANTIG,COMP,PROM,CATEG,COMINT,COMPPRES,RATE,VISIT,DIASSINQ,TASARET,NUMQ,RETRE,TARGET CLASS
252,7.454242559,8328,3.03,,26368,39076,1.41636394,,945,1.315447897,7.794107912,14.31214571,1
253,16.50502508,9623,4.54,,24340,64589,2.055487927,48,933,1.498511607,5.239318478,32.67994966,1
254,8.880028787,7207,4.20,,31070,39171,1.138436981,,595,1.062541808,7.32401369,17.76005757,1
255,12.40682485,5950,4.66,2975.10,25019,64380,1.543032322,,1206,1.367937122,7.826939694,24.0692402,1
256,13.86990755,5019,3.42,2509.29,26572,59550,1.446468837,,890,1.33324517,6.848625468,27.18501879,1
257,11.37617541,11026,6.16,5512.77,12476,64067,2.837839691,,1098,0.798638372,7.162774,21.84225679,0
258,14.24638857,7233,1.38,3616.74,23545,46626,2.907057919,,916,1.121799765,5.926311283,27.63799382,1
259,4.19988074,12169,3.55,6084.32,35848,59505,1.964955457,,749,1.016934223,7.739048357,8.063771021,1
260,7.822300751,14179,3.62,7089.73,22401,65634,1.960084178,,1381,0.982635092,7.865984289,15.33170947,0
261,8.968260185,13269,4.01,,10496,53696,2.254682653,,1435,0.908618941,6.557791862,17.75715517,0
262,11.11199208,11890,2.16,,21832,56398,1.642201592,,874,1.258287865,7.468217996,22.00174432,1
263,1.817337413,10668,5.96,,34325,71545,2.437933302,66,988,0.725646836,6.588098369,3.598328079,0
264,14.35474676,12548,3.94,,11914,61323,3.451392888,71,825,1.160579404,6.019979528,28.42239859,0
265,8.53260047,14925,4.79,,33591,63108,3.482802283,24,1144,0.795779643,5.110873479,16.3825929,0
266,8.759327861,15149,4.44,7574.38,13183,39601,2.396521634,64,1258,0.907804218,6.712420534,16.81790949,0
267,11.31378481,6859,4.48,3429.38,8414,64330,2.29881162,,1056,1.483785128,5.07744435,21.72246683,1
268,7.55056787,17449,4.43,8724.34,33105,67854,2.771822804,,1469,1.141306405,4.440151495,14.95012438,0
269,10.8419701,13470,3.73,6734.79,15971,75856,3.369129755,7,1267,1.270874513,6.562391671,20.5997432,1
270,10.1363052,12916,3.67,6457.78,18416,45533,1.682034313,,925,1.488524582,7.318982838,19.66443209,1
271,10.3666208,11575,4.08,5787.43,17562,29645,2.510450941,65,1023,1.107301743,8.275115457,20.11124436,0
272,12.88646193,6930,2.84,3465.11,20121,56430,1.276563291,,778,1.265241317,6.47013031,25.77292386,1
273,10.95005359,12409,1.33,6204.62,27351,60832,2.896946611,,909,1.436137065,6.470434206,21.6811061,1
274,9.839251989,8677,3.87,4338.46,25859,31485,2.363026397,,805,1.480315479,7.577751028,19.67850398,1
275,6.030213921,8433,1.67,4216.68,23007,40269,2.322592135,,984,1.391787408,5.285643316,11.93982356,1
276,9.617891956,16873,4.24,8436.31,18157,73756,3.14242802,60,1005,1.163282663,5.418100056,18.27399472,0
277,10.01052357,13420,5.83,6709.84,30048,71132,1.161831107,64,1132,0.863159759,8.137535398,19.82083666,0
278,8.764602277,15500,5.63,7749.79,16768,29888,1.856878524,,1208,0.926069651,5.276521247,16.82803637,0
279,12.39788811,10597,7.87,5298.54,19701,66016,1.6156302,,892,0.832337874,7.329157049,23.80394518,0
280,9.844960695,12760,4.88,6379.90,15324,53212,2.918655967,,1211,0.638979378,8.013012444,19.49302218,0
281,8.765707232,9031,6.13,4515.35,33115,83335,1.72613969,,1319,1.023473417,8.388954959,17.00547203,0
282,3.9080936,11588,3.30,5793.76,25725,65217,1.704962502,,1069,1.289725235,7.208903835,7.42537784,0
283,10.44298816,8724,3.08,4361.90,13695,34491,2.038285895,,576,1.112312686,6.522521165,20.88597631,1
284,5.535434248,12425,5.06,6212.27,28689,54606,2.23735084,,719,1.273853028,8.269798169,10.84945113,0
285,9.984666267,14297,2.47,7148.29,25356,75829,1.738709399,,993,1.387408959,5.538769912,18.97086591,1
286,13.67329538,12205,6.07,6102.75,24106,70256,0.895635278,,612,1.14391939,5.683838045,26.25272713,0
287,6.201993107,13233,4.32,,16697,61435,2.276360155,,1033,0.703236689,7.920737382,11.7837869,0
288,9.896741836,16115,4.82,,30248,61975,3.863926934,70,1139,1.305535842,7.022657658,19.79348367,0
289,8.618413402,13933,5.39,,36278,61880,2.086839847,,1521,0.908510338,8.255755737,16.719722,0
290,6.990373731,10048,4.03,,20996,56124,1.433670582,,866,0.742420453,8.176348629,13.56132504,0
291,11.84264925,8680,3.31,4340.04,28435,39114,2.839860115,70,1013,1.521302772,8.180635434,23.21159252,1
292,6.579816935,13272,5.14,6635.76,37674,48155,3.578956658,61,1538,1.114040428,7.287663715,12.63324851,0
293,11.87739543,11987,5.05,5993.46,25788,50165,2.787696883,,1520,0.725890085,6.595592796,23.27969505,0
294,8.193516656,7180,3.42,,12398,60343,1.642623189,6,803,1.240531672,3.516625268,16.22316298,1
295,9.038409709,13824,4.83,6912.17,11128,51312,2.836435046,,1343,1.48430329,5.109042385,17.17297845,1
296,12.86285906,5813,1.88,2906.42,21715,57747,2.323649909,72,1251,1.315885642,5.864825774,25.46846095,1
297,8.28678418,15298,5.09,7649.02,29597,65353,2.219798319,,1473,0.923589573,7.998332772,15.91062563,0
298,8.272488682,11757,3.90,,16900,68322,2.234250947,52,1448,1.253190798,7.062051244,16.04862804,0
299,12.09733602,11684,5.43,5841.89,24819,19916,2.411990179,64,609,1.34856018,6.650605822,22.98493844,1
300,6.834570794,10663,5.71,5331.52,10381,70740,1.589422185,,1066,0.788312199,6.758541457,13.25906734,0
301,7.80630274,10052,1.17,5026.20,22809,62267,2.223963571,62,872,1.383606451,4.857212774,15.30035337,1
302,6.313868735,9946,4.81,4973.04,23709,53785,2.480867795,6,1319,0.399886065,7.418438157,12.12262797,0
303,10.13210021,8008,4.64,4003.99,15124,59240,1.569810076,,927,1.656435049,6.149691793,19.45363241,1
304,5.858323519,13751,4.48,,34314,66958,3.094225592,,590,0.634644085,7.616211095,11.4823141,0
305,3.205589742,8127,6.44,,27099,53585,2.593546537,,1441,0.889651088,3.863183162,6.09062051,0
306,12.29413146,10046,3.17,,28373,17517,1.819709053,,976,1.218280731,7.125886689,24.34238029,1
307,11.73798913,9353,5.06,4676.66,20805,60229,0.874724337,59,1034,1.416338985,6.778034138,22.77169892,1
308,9.836748462,11289,3.32,5644.32,31758,29063,1.980648847,62,569,1.542409955,6.227602789,18.88655705,1
309,12.03141779,10402,4.90,5200.77,15132,69734,3.029587583,56,523,1.001738271,7.289580882,23.10032215,1
310,9.438266015,7538,5.43,3769.09,33852,43612,3.134870284,36,754,1.66891927,5.54924898,18.31023607,1
311,8.762741126,15940,4.74,7970.21,16867,59096,2.136047619,,1328,1.189998263,7.156959039,17.52548225,0
312,12.0139017,12782,2.36,6390.78,35666,54109,1.520034417,,1050,1.156621374,5.405808473,22.82641322,1
313,13.71622644,10395,7.31,5197.51,36494,76214,3.585686956,42,1179,0.781923137,5.56366176,26.33515477,0
314,9.51825017,15764,4.91,7882.13,27769,68618,3.293876693,72,1017,1.346683943,7.897085317,18.84613534,0
315,14.31923343,9457,5.78,4728.72,24784,58323,2.790721856,64,747,1.648739791,6.988738402,27.49292818,1
316,8.496723976,14011,6.75,7005.65,11994,42710,3.032388638,68,1118,1.132650623,6.634296375,16.48364451,0
317,12.18544823,10102,3.24,5050.84,14496,89402,2.149326068,,1027,0.885484045,5.73900861,24.12718749,0
318,8.726612584,6849,2.26,3424.44,15124,55624,1.610907362,63,1008,1.290140984,5.377522768,17.45322517,1
319,10.58265714,10987,1.93,5493.61,26161,57661,1.331978672,59,1153,1.355311293,6.652304271,20.95366114,1
320,8.560962639,14716,5.38,7357.78,14710,64175,2.219281986,7,1428,0.787624492,6.513272693,16.95070603,0
321,9.786347489,14986,5.01,7492.95,37215,62959,2.177517212,72,1333,0.652166619,8.431079563,18.78978718,0
322,13.15191039,7061,3.22,3530.40,22112,52396,1.910056103,,979,1.339331625,8.057933285,24.98862974,1
323,8.293129446,8954,4.10,4476.99,14469,83536,2.837203527,65,893,1.216555642,7.325807942,15.75694595,1
324,11.136648,6874,2.00,3436.95,18392,70313,1.928901755,,870,1.157571226,6.865095655,21.82783008,1
325,12.68453174,5368,2.58,2683.84,21745,67211,2.69583601,63,790,1.364932394,6.245166559,24.8616822,1
326,14.02079964,7492,6.04,,20014,57589,1.499311602,7,1226,1.490987369,6.418190574,28.04159928,1
327,7.389136825,10103,4.99,,17239,34688,1.375081663,,1154,0.536342754,6.487864155,14.33492544,0
328,10.38515914,8997,3.10,,22248,69692,2.263345735,55,644,1.465982303,7.228852919,20.56261511,1
329,11.07446252,15101,3.14,,25411,52374,2.442456985,,1400,1.386405035,7.245363665,21.92743579,0
330,11.09824473,11196,3.81,,28134,57316,1.707681834,42,1147,1.640768007,6.726633253,21.97452457,1
331,11.85788202,14373,4.53,,35199,89376,2.773263318,72,1425,1.055447073,7.162629119,23.00429111,0
332,13.17239392,6982,2.44,3491.04,26913,76034,1.815449859,56,1253,1.188795564,6.543023537,26.34478784,1
333,11.23106109,10653,4.46,5326.46,23353,43679,2.493817681,4,696,1.477517187,7.488075043,21.78825852,1
334,8.174394814,10711,1.40,5355.51,19351,46638,2.790560183,,805,1.068219234,6.825051877,16.02181384,1
335,13.94705864,6483,3.60,3241.47,14776,50686,1.853920032,73,745,1.324721942,6.169357466,27.05729377,1
336,5.781274465,10347,4.53,,14916,46516,3.673748855,,1327,0.859444731,6.6079923,10.98442148,0
337,13.14544959,8905,3.28,4452.45,14463,57109,2.107874566,8,703,1.547139128,5.007513869,26.02799019,1
338,13.11495511,10278,2.20,5139.19,28516,37983,2.453205796,,1204,1.414034978,7.449974173,25.18071381,1
339,7.893507436,13813,3.56,6906.56,17773,32743,3.077114159,60,1145,1.12348384,7.012831096,15.47127458,0
340,9.099852481,13174,3.94,,14395,51129,1.42786222,8,1122,0.934157699,7.629946375,17.47171676,0
341,8.439705351,14775,2.44,,30528,56064,2.023517481,,1038,1.589155362,6.45792332,16.54182249,1
342,7.132009887,7302,3.13,,23063,45822,1.705519578,,1201,1.424362451,7.387656436,14.26401977,1
343,7.759225162,12343,4.75,6171.60,11655,60462,2.599240372,68,1299,0.61577354,7.11039464,15.51845032,0
344,9.839519281,10378,4.78,5188.90,19156,65403,1.930516974,,826,1.720513475,6.989067922,19.08866741,1
345,4.532912149,12289,5.69,6144.51,16992,62027,2.069062594,,1445,1.134774872,6.622956482,9.065824298,0
346,9.084522791,11158,2.74,5579.19,26459,48084,1.373170018,,990,1.629905466,6.5342071,17.62397421,1
347,5.223399285,14182,5.45,7090.77,37414,72081,2.807386619,,1269,1.472664646,7.077184759,10.13339461,0
348,8.8749701,11248,2.35,5624.07,35638,47555,1.771888631,62,1037,1.291934393,8.358374418,17.5724408,1
349,8.873782013,12176,2.87,6087.86,23613,75998,2.420992337,,1452,1.535430963,5.679211107,17.39261275,1
350,6.853179995,15028,4.64,7514.25,25206,46516,1.37329902,,724,1.31050359,7.011101388,13.70635999,0
351,14.36820067,6932,2.00,3465.89,35316,55137,3.146935965,67,837,1.480929755,4.735364434,28.44903732,1
352,8.528234872,11975,5.52,5987.34,7389,45630,1.938563332,,1299,0.674131203,5.36194217,16.88590505,0
353,12.9598906,11289,2.96,5644.30,22572,68959,1.477089232,,1352,0.877604136,7.437763652,24.88298995,1
354,8.726981927,14276,3.13,,29875,38081,3.057684353,69,812,1.241011512,8.082887097,17.27942422,0
355,9.687663714,11372,3.44,,15031,55305,2.244292938,,980,0.941854362,8.36926625,18.7940676,1
356,10.44603981,12201,3.16,,13613,56048,3.591714415,67,1108,1.278602429,6.840858735,20.05639644,0
357,6.6130011,16221,7.01,8110.32,35773,61918,1.69913947,60,1167,0.93040449,6.745733414,12.69696211,0
358,10.14230376,7347,2.71,3673.56,24119,40306,2.051336405,,883,1.054236928,8.508391401,19.67606929,1
359,11.8533045,9335,3.40,4667.31,41496,51709,2.338439229,,936,1.466097637,8.17379231,22.75834465,1
360,10.84054062,11128,4.35,5563.95,6265,49756,2.500468658,,1132,1.193972009,7.340996799,21.46427042,0
361,4.357555045,11293,7.88,5646.40,32189,77100,2.730395359,,840,0.880534955,6.78828385,8.540807888,0
362,5.880187935,14689,6.26,,33357,29533,2.814990125,54,839,1.0389736,7.089359336,11.40756459,0
363,15.30045727,7507,3.66,,20131,46197,1.774082273,,693,1.270483529,6.529771213,30.29490539,1
364,6.108574135,9388,3.03,,22529,46129,2.06190491,64,724,1.50769143,6.806372257,11.60629086,1
365,6.55889791,12400,4.07,,17211,56596,1.733120833,,1184,0.903197549,8.011914107,12.59308399,0
366,10.83139078,8599,1.15,,24748,46279,2.789769612,,773,0.875128259,7.065818026,21.44615375,1
367,11.89813327,11626,4.69,5812.77,24746,66142,1.617318986,31,599,1.138580294,6.858178162,22.84441589,1
368,7.659502372,15050,6.29,7525.11,14833,55066,2.527498744,,996,0.892592595,7.604028748,15.1658147,0
369,8.092639382,14710,5.47,7355.22,22737,91603,2.835646102,,1252,0.768773029,6.101439243,15.53786761,0
370,5.181908462,15947,4.92,7973.74,25573,47465,3.536503764,,749,0.742380346,5.311848042,9.845626078,0
371,6.672109832,11550,5.65,5775.00,13080,69911,1.39344403,,1351,0.994267857,6.320478683,12.94389307,0
372,10.91709914,13360,4.94,6680.23,21275,67314,1.619314814,,1286,1.420586532,7.721450921,21.39751431,1
373,10.06028806,10460,2.57,,23977,51083,2.862094123,,1281,1.05810374,8.693746722,19.31575307,1
374,12.9236067,12211,3.70,6105.65,23037,61359,1.848680302,49,780,1.575189085,6.334414635,25.33026913,1
375,8.783778585,9250,3.03,4624.88,28758,46001,1.994963427,8,1062,1.482707858,8.430564891,16.68917931,1
376,4.748495048,15219,4.61,,22860,49568,2.732438808,58,1237,1.064169874,7.062305267,9.402020196,0
377,8.875380856,10132,2.10,,26791,45592,2.541976368,,1167,1.506143797,7.540430576,17.75076171,1
378,10.25611953,13215,3.06,,25562,71554,2.769533173,64,435,1.047721109,7.340671327,20.51223906,1
379,10.25976754,12042,3.70,,51635,64020,1.882700895,50,724,1.441201663,7.040845167,20.10914438,1
380,13.83104083,8139,3.26,,20469,54950,1.761865465,,1124,1.371609629,7.464600466,27.10884003,1
381,13.31914675,14071,4.14,,27802,57011,3.509872485,,1230,1.054246951,7.62755839,25.30637882,0
382,11.89319332,13051,4.66,,31490,54989,2.559355225,,743,1.606971249,8.226891166,22.83493117,1
383,8.512863231,10026,6.71,,14847,55330,2.46562924,,1564,0.657807436,5.818165916,16.51495467,0
384,6.906296265,17056,4.75,,35951,45059,2.67601277,,1041,0.970241687,7.58144842,13.39821475,0
385,7.040651187,13299,5.28,,39220,56876,1.189866423,,937,1.135451287,8.489501902,13.51805028,0
386,12.11019201,8777,3.19,4388.50,30380,61187,1.243753336,42,706,1.14275372,7.151487802,23.49377249,1
387,6.39631913,11234,3.76,5616.86,26571,74844,2.200394243,,1317,1.536767109,5.185462651,12.66471188,1
388,5.961964418,11679,6.04,5839.59,33244,49794,2.524505135,53,1586,1.090107491,7.692010866,11.92392884,0
389,8.794128592,15881,2.90,7940.51,25228,72001,1.797574717,,651,0.741405315,5.488089279,16.8847269,0
390,12.12361167,7902,4.64,3951.06,12732,67755,2.808441091,,1018,1.460944439,7.332383104,23.2773344,1
391,10.83693514,12430,3.17,6215.25,10078,58100,2.662406348,47,1050,1.305082362,5.752341842,21.67387029,1
392,6.638925383,14217,3.77,7108.57,34489,47843,2.143624429,8,980,0.685898956,8.514789306,12.87951524,0
393,12.03551501,8556,3.01,4278.17,17562,69084,3.09193973,,747,1.403333919,7.134572878,23.83031972,1
394,10.88652289,10319,3.38,,14295,56637,2.525560128,49,797,1.507139878,6.503507444,21.77304577,1
395,8.041776024,14826,3.68,,21192,43707,1.647986096,52,1266,0.91154236,6.87619703,15.27937445,0
396,9.121318576,14070,3.21,7034.78,6590,60408,2.323351711,,1132,1.004382771,5.409990186,18.24263715,0
397,10.54550092,14250,7.03,7124.97,19877,46177,2.758612218,,1494,0.621462579,5.046425094,20.24736177,0
398,13.68299587,11231,3.14,5615.49,11512,54171,1.655786709,71,728,0.922682658,6.16206584,25.99769214,1
399,5.883248857,12492,5.85,6245.94,17156,68261,2.256665729,,1261,0.75078641,7.133019354,11.17817283,0
400,10.6090633,6573,2.12,3286.61,24040,46069,1.707931796,,1020,1.385333173,7.041455005,21.00594533,1
401,10.87469984,11265,4.66,5632.65,15067,79892,3.302818826,63,1051,0.878860508,7.687675762,20.66192969,0
402,6.790996583,10420,6.56,5209.86,29677,53927,4.043993609,,1583,0.829084419,5.435669504,12.90289351,0
403,7.427491148,15957,6.47,,28460,61951,2.577221952,,787,1.038326485,8.134606048,14.70643247,0
404,5.106053513,12454,7.05,,32800,37809,2.852460647,,1315,0.566119896,5.902672502,10.21210703,0
405,7.371766927,11655,5.37,,17407,57738,2.645123324,64,1240,0.386299818,7.03379879,14.00635716,0
406,13.99138479,13320,4.49,,18968,87521,2.825020177,,638,1.06345281,5.816395114,26.58363111,1
407,7.581171742,13901,5.66,6950.65,21227,81316,1.67518565,49,1179,0.934749015,6.617593577,15.16234348,0
408,11.99472004,12214,2.64,6106.81,19854,69852,2.826459204,57,1303,1.486506045,5.332481161,22.78996807,1
409,13.96950995,8544,4.06,4272.19,19109,57074,1.368043672,66,1127,1.267071786,7.527232653,26.5420689,1
410,12.40126063,11322,2.65,5661.15,7225,66555,2.715364457,,964,1.08034059,5.695613692,23.8104204,1
411,9.446778546,13044,4.64,6521.87,23099,54038,2.802025761,,1012,1.104137414,9.325297591,18.32675038,0
412,10.82742044,6373,2.20,3186.46,24459,54132,1.332537665,,985,1.0847131,7.400179515,21.00519565,1
413,9.108574041,7658,4.52,3828.85,25259,48400,2.455134042,,299,1.529437068,6.247153133,17.48846216,1
414,4.646044786,10410,3.40,5204.78,26216,77217,3.193712333,,1275,0.72018705,6.02701126,8.827485093,0
415,7.527361682,13762,4.03,6881.22,19630,74747,2.601178908,,1154,0.667682807,6.127245355,14.90417613,0
416,5.53567607,11298,3.36,5648.97,27721,57223,2.359198965,,1300,1.241759228,8.090169519,10.8499251,0
417,5.689271738,12725,5.49,,11317,61219,2.062678268,64,1196,1.376693898,5.563210786,11.37854348,0
418,4.444946651,10287,4.73,,21275,54830,2.262355815,,1546,0.958186913,7.364669957,8.445398638,0
419,9.245914605,8063,5.53,,8390,65863,2.059986142,,1209,1.318666835,6.961732217,17.56723775,0
420,7.533818054,12473,3.20,,22650,51942,3.394205478,,1169,1.652595118,5.972310593,14.76628339,0
421,9.749263416,6113,5.25,3056.32,22381,71520,3.670263007,,1253,0.981242192,7.57385248,18.91357103,0
422,14.51890385,7753,3.78,3876.56,20091,59594,1.391538757,,1001,1.389359319,6.943393473,27.58591732,1
423,8.622765504,13065,3.64,6532.47,31964,30066,2.800123072,66,1635,1.213851298,6.600581918,17.0730757,0
424,11.73903837,14603,4.21,7301.59,26197,43550,2.058167863,59,1631,0.880846671,6.640522592,22.77373444,0
425,12.07214266,9504,3.74,4752.04,15626,52012,1.48637283,51,997,1.44996573,6.439782994,24.14428533,1
426,13.9902801,11465,4.01,5732.30,23167,57801,2.820863964,,848,1.299499732,7.655616424,26.86133779,1
427,6.899279772,16916,6.54,8458.11,40563,64371,2.177550216,60,918,1.207592659,6.929753201,13.66057395,0
428,7.063211743,13292,4.25,6645.78,31764,54255,2.788377934,,1270,1.150765897,8.05483946,13.56136655,0
429,11.26784021,6340,1.45,3170.06,21542,44673,2.624273715,8,956,1.298017432,6.138087193,22.0849668,1
430,9.502968384,13697,3.45,6848.48,30632,55135,2.609870694,,1696,0.770988377,7.002456873,18.2456993,0
431,11.67520601,12017,4.67,6008.70,17519,37009,2.473726065,,697,1.546953776,7.091110028,22.64989967,1
432,10.17810074,11973,4.48,5986.58,3815,59972,1.893121913,,1084,1.056466434,6.398168736,20.35620148,1
433,9.461595803,7983,5.14,3991.56,30327,83484,2.665861978,,1712,0.949048089,6.814068465,17.97703203,0
434,11.53028542,12709,5.19,6354.49,7715,48023,2.472194362,,1017,0.763176443,7.294078697,22.59935943,0
435,12.06852322,13205,3.00,,24164,51796,1.692845095,52,1093,0.761527043,7.766622338,23.17156458,1
436,7.487312825,9234,5.82,,24909,86555,2.795369195,,1511,0.619460983,6.444600615,14.67513314,0
437,4.464255275,11953,5.12,,23515,57891,1.215314288,71,1489,1.015976888,5.8715456,8.482085023,0
438,11.21238074,12688,2.93,,18005,66563,0.904740632,,1016,1.08803011,5.911703089,21.97626624,1
439,12.46932431,9512,4.85,,34701,74303,1.844658033,63,1065,1.727780538,7.054706513,24.68926213,1
440,7.423572793,11184,4.60,,21755,81425,2.546116219,37,1065,0.861557365,7.420462319,14.84714559,0
441,8.561816718,9542,5.02,,24660,76115,1.651223534,,1346,0.900570067,6.896989864,16.26745176,0
442,10.47180562,10058,4.34,,13318,35881,1.58634869,43,1032,1.348012032,4.950310675,19.89643068,1
443,7.486472814,8618,5.35,,23603,60980,2.35463717,,528,1.723315128,6.034266006,14.67348672,1
444,5.298038763,10423,5.02,5211.67,37752,57932,2.728301107,6,1649,0.721030693,7.232656796,10.17223443,0
445,6.522435375,7030,5.56,3514.89,26883,68082,2.033307948,65,933,0.712952992,8.578677717,12.65352463,0
446,12.22808849,10368,2.61,5184.05,42072,34123,1.398179835,45,1192,1.326945984,4.930836777,24.45617698,1
447,13.26533589,15422,3.24,7711.13,27945,50140,2.108430373,,892,1.43007649,7.049112552,25.73475162,1
448,8.930803452,16395,4.20,8197.48,41773,60976,2.582900606,64,1498,0.752201208,6.968173628,17.8616069,0
449,4.397393399,12283,5.26,6141.62,28022,59815,1.532917679,,1319,0.884984652,7.754172587,8.794786798,0
450,13.06728086,13098,5.03,6549.16,14485,67806,2.730629895,,1115,1.609109831,5.561125944,25.08917924,0
451,7.931071455,8239,4.37,4119.41,9370,60705,1.984579628,,1270,1.427568297,5.851532579,15.22765719,0
452,7.092035525,10861,5.37,5430.49,18778,45963,2.457847259,,1610,1.32166055,7.13072283,13.4748675,0
453,14.34993586,8243,5.33,4121.74,27178,34583,1.640964797,,1023,1.507413441,7.236975536,28.41287301,1
454,8.674555811,8373,4.25,,49089,43842,3.562990269,65,1441,0.619381064,7.060291397,17.1756205,0
455,6.520213747,11754,4.83,,16634,60710,3.328138376,,1560,0.657222749,5.72985204,12.51881039,0
456,10.00970655,9385,2.10,,29727,51322,1.19949849,73,877,1.504378817,6.431541299,19.01844245,1
457,13.20503612,10724,2.60,,17895,60341,1.999736205,,994,1.467772752,6.951552496,25.61777007,1
458,10.64827901,13406,5.07,6702.87,24077,35029,1.706048969,,1080,1.51172246,7.199221866,20.87062685,1
459,8.623070856,9317,2.77,4658.35,21128,50424,2.173924077,,1186,1.365055619,8.253194512,17.07368029,1
460,10.37547984,12090,4.90,6044.83,21430,31753,1.222600895,,960,1.448012817,6.146467277,20.12843089,1
461,11.18106136,9034,3.90,4517.19,16917,73752,2.198645794,49,834,1.52165869,6.526906622,22.36212272,1
462,8.526928032,13277,3.30,6638.58,10457,58973,2.520267809,,1056,0.891521071,6.882566939,16.37170182,0
463,8.032684117,12299,4.44,6149.74,28377,48368,2.542793985,,1733,1.061802437,6.802368943,15.74406087,0
464,4.826025469,16006,3.54,8003.23,24868,55489,2.626679444,,989,0.710549468,6.387435821,9.459009919,0
465,9.240008932,10225,3.04,5112.71,23224,73297,2.831063148,49,917,1.29144164,8.033317026,18.29521769,1
466,11.33168412,10913,4.40,5456.64,21519,31839,1.842771512,,916,1.447458289,7.891214041,21.75683352,1
467,9.156633661,9668,2.25,,20844,51803,2.998572677,,409,1.031367019,3.198463737,17.58073663,1
468,7.520048344,7235,4.30,3617.58,22521,48255,2.086482179,6,370,1.345839954,5.740643823,14.73929475,1
469,8.372831121,13903,6.51,6951.35,9571,67300,2.676480081,63,1143,0.848634927,6.281580561,15.90837913,0
470,9.3589634,10300,3.42,5150.13,25867,52369,1.132112951,72,1122,1.38384225,7.971258067,18.7179268,0
471,16.06845381,10752,3.33,5376.21,15502,64846,2.140015035,55,842,1.143273857,4.415555108,31.49416946,1
472,7.151511643,7863,4.27,3931.59,28529,43301,2.096315438,,911,1.486704873,8.527568585,14.01696282,1
473,12.90109831,10036,1.68,5017.88,24731,54245,2.450804497,56,706,1.359577311,6.468926088,25.02813073,1
474,9.692654743,13832,4.20,6916.04,8389,59381,3.188614861,,1142,0.984631493,6.861334707,18.41604401,0
475,6.022829016,9670,5.84,,15463,83540,2.403912346,,1450,1.136939334,5.772454858,12.04565803,0
476,5.652933555,9614,6.82,,27956,73892,2.838168663,,1486,0.922673075,7.584685209,10.9666911,0
477,15.65291462,9721,3.47,,29321,46701,1.754045074,73,1461,1.367130774,6.501603869,30.05359607,1
478,11.79826471,5680,2.46,,19447,60122,1.653235035,58,855,1.224295341,6.168096914,22.41670295,1
479,4.840895843,10066,3.18,,17783,35233,2.376090314,67,1269,1.164590311,6.548076844,9.584973769,1
480,7.963957275,13198,7.34,,23751,58649,2.38308735,,1513,1.139286399,7.479331062,15.13151882,0
481,7.786683397,12265,2.91,,32194,33898,2.792827663,,1048,1.634254071,6.922451054,15.26189946,1
482,11.62979272,12877,5.45,,16211,65278,1.424263369,,1138,0.773483989,7.721901067,23.02698958,0
483,16.26460557,8165,3.28,4082.26,18092,52750,2.689259621,,906,1.246738576,6.86072806,32.20391902,1
484,11.50868729,8641,7.25,4320.73,37427,81725,3.552991563,51,1032,1.067322361,7.329908575,22.32685334,0
485,6.744599764,12023,4.25,6011.43,21401,27644,1.422275263,,1099,1.141554559,7.284665322,13.08452354,0
486,4.782720749,13303,5.87,6651.43,15959,62041,2.317453806,,1019,1.412247166,6.169640821,9.469787084,0
487,7.551811868,10373,2.93,5186.71,21773,58169,4.16725588,56,1077,0.850820346,6.196271001,14.34844255,0
488,11.02005411,13632,5.02,6816.14,23651,54306,3.007748356,,459,1.544055722,6.737470768,21.37890498,1
489,9.464637378,9866,2.34,4932.81,20609,76240,2.414217015,,718,1.544778258,5.841516138,18.73998201,1
490,8.831071401,15622,5.25,7810.82,29571,72656,3.224212971,,1293,0.865436066,7.923555892,16.77903566,0
491,4.215799052,10011,4.23,5005.31,25223,33698,2.333030877,,618,1.297622594,7.035510571,8.347282122,1
492,13.54882009,9962,2.70,4981.00,16075,46012,2.178995294,66,764,1.312583646,6.854914291,27.09764018,1
493,10.43466999,12065,7.73,6032.74,34064,77821,2.39627631,66,1574,0.815268281,6.58626742,20.03456637,0
494,8.815719232,9350,5.87,4674.77,27958,66706,1.374513414,67,1443,1.376012541,7.755943091,17.45512408,0
495,7.206185449,10062,3.99,5031.02,14650,50315,1.999854325,6,1015,1.255577974,8.029121471,14.4123709,1
496,12.99254473,11752,6.62,,10433,39968,2.285962667,52,983,1.038116049,6.320972173,25.72523856,0
497,8.726894014,15317,4.26,,29556,82739,3.217240513,,904,1.227270633,7.301269983,17.10471227,0
498,11.71662012,13574,3.26,,32205,65886,3.305563866,52,962,1.499565332,7.254831785,23.19890784,1
499,7.434139007,13465,5.04,,18671,80188,2.267019257,67,1097,0.910782646,7.943048503,14.12486411,0
500,5.707577977,7990,3.50,,33547,59631,2.113868334,59,1334,1.085585626,8.390196102,11.07270128,1
501,7.131179652,12166,3.50,,29185,46113,1.521008811,,1477,1.057334055,6.17513627,13.97711212,0
502,12.96508064,10205,3.20,5102.51,31421,68134,1.145167927,,939,1.588674975,6.341123859,25.15225645,1
503,9.417434124,11984,5.82,5991.94,12356,50165,2.889236563,49,1080,1.356223952,7.200981083,18.83486825,1
504,13.39529005,7659,3.86,3829.60,25081,69305,1.473453671,,593,0.977055622,7.518590731,25.9868627,1
505,6.049910714,14224,5.17,7111.81,20033,31890,3.461761999,,1176,0.67933012,5.672284318,11.857825,0
